0.002653,0.001446
0.002745,0.001382
0.004311,0.000071
0.003881,0.000465
0.000565,0.000482
0.000071,0.000224
0.000053,0.000173
0.000320,0.000178
0.000033,0.000393
0.002870,0.000360
0.000890,0.000142
0.000281,0.000220
0.000017,0.000095
0.000033,0.000064
0.000033,0.000065
0.000095,0.001516
0.000080,0.000424
0.000282,0.001558
0.003680,0.000096
0.000640,0.000111
0.000422,0.002200
0.001321,0.002787
0.000049,0.000391
0.000266,0.000267
0.001087,0.001319
0.000017,0.002084
0.000064,0.000017
0.001109,0.000517
0.000687,0.001066
0.000017,0.000392
0.002338,0.000048
0.000264,0.000315
0.000111,0.000157
0.000049,0.000017
0.002008,0.001678
0.000017,0.003008
0.000313,0.001704
0.000017,0.001321
0.001627,0.000316
0.000033,0.000159
0.000189,0.000064
0.000174,0.000174
0.000219,0.000174
0.002373,0.000657
0.001727,0.000580
0.000064,0.000205
0.000332,0.000143
0.000441,0.000127
0.000174,0.000316
0.000080,0.000127
0.001295,0.001723
0.000563,0.002145
0.000080,0.000065
0.000017,0.000096
0.000017,0.000174
0.002166,0.000096
0.000033,0.000096
0.000033,0.000064
0.000456,0.000206
0.000064,0.000440
0.000329,0.000049
0.001175,0.004498
0.001676,0.000111
0.000409,0.001286
0.000017,0.000175
0.000392,0.006007
0.000691,0.000252
0.000190,0.001928
0.000394,0.000112
0.000252,0.000502
0.000627,0.000237
0.000049,0.001975
0.000017,0.000128
0.000065,0.000064
0.000441,0.000284
0.002475,0.000033
0.001850,0.000269
0.000017,0.000081
0.000583,0.000221
0.000017,0.006633
0.001396,0.000080
0.002049,0.000143
0.000438,0.000315
0.000048,0.000316
0.000268,0.002172
0.000612,0.000049
0.000111,0.000033
0.000017,0.000033
0.002553,0.001788
0.000017,0.000081
0.000017,0.000096
0.000017,0.000299
0.000151,0.000283
0.001190,0.001096
0.001146,0.000908
0.000329,0.000064
0.000206,0.000033
0.003270,0.000017
0.000361,0.001595
0.000676,0.000205
0.000064,0.000174
0.000455,0.000049
0.000111,0.001924
0.000361,0.000408
0.000033,0.001500
0.000017,0.000237
0.000017,0.000977
0.000064,0.000520
0.001393,0.000221
0.000785,0.000033
0.000017,0.000065
0.000098,0.002109
0.000017,0.000111
0.000033,0.000818
0.003018,0.000111
0.000220,0.001673
0.000970,0.000283
0.000823,0.003830
0.002016,0.000300
0.000080,0.000299
0.002529,0.000315
0.000189,0.000064
0.000017,0.000221
0.001455,0.001611
0.000064,0.000690
0.000158,0.000112
0.000065,0.000988
0.001775,0.000112
0.000330,0.000049
0.000049,0.000394
0.000033,0.000017
0.001205,0.004092
0.000519,0.000017
0.000040,0.000462
0.000049,0.000080
0.000049,0.000064
0.000377,0.000064
0.000142,0.000392
0.000017,0.000172
0.000033,0.000143
0.000033,0.000143
0.000033,0.000565
0.000065,0.000017
0.000033,0.002064
0.000298,0.001361
0.000033,0.000299
0.000049,0.000017
0.000017,0.001611
0.003664,0.000049
0.000173,0.000564
0.000017,0.000548
0.000033,0.001003
0.000017,0.000174
0.000205,0.002582
0.000048,0.000803
0.000331,0.000049
0.000112,0.000220
0.000017,0.000174
0.000033,0.000579
0.000049,0.000142
0.000080,0.001688
0.000921,0.000268
0.000857,0.000033
0.001141,0.003177
0.002453,0.002839
0.000048,0.001095
0.000189,0.003106
0.000048,0.000095
0.000017,0.000205
0.004276,0.000033
0.000361,0.000033
0.000770,0.000064
0.000017,0.003236
0.000017,0.001143
0.000205,0.000143
0.000017,0.000236
0.000048,0.000611
0.000033,0.000017
0.000080,0.000064
0.000049,0.000924
0.000096,0.000205
0.000017,0.000017
0.000111,0.001877
0.000064,0.000064
0.000017,0.003065
0.000065,0.001048
0.000142,0.000516
0.003361,0.000189
0.000393,0.000158
0.000797,0.000080
0.000017,0.002734
0.003736,0.003546
0.000329,0.001171
0.002579,0.001535
0.000127,0.000706
0.000346,0.000503
0.000831,0.002444
0.000055,0.000206
0.000346,0.000127
0.002833,0.000314
0.001050,0.006042
0.003487,0.000049
0.000112,0.006937
0.002375,0.000441
0.000080,0.000174
0.000033,0.000033
0.000299,0.000409
0.000626,0.001672
0.000847,0.000237
0.000360,0.001362
0.000017,0.000065
0.002356,0.000065
0.000017,0.002331
0.000331,0.005219
0.000504,0.000206
0.003783,0.000661
0.000440,0.001090
0.000071,0.005953
0.000081,0.000017
0.000064,0.000080
0.000409,0.000635
0.000398,0.000127
0.000158,0.000441
0.000017,0.000346
0.000096,0.002891
0.000033,0.000331
0.002784,0.000033
0.000033,0.001251
0.000548,0.006433
0.002571,0.000378
0.000096,0.000080
0.000267,0.000221
0.000891,0.000814
0.000610,0.002998
0.002066,0.000033
0.000545,0.000362
0.000221,0.000080
0.000064,0.000065
0.000066,0.000178
0.000033,0.000471
0.000360,0.004076
0.000048,0.000142
0.004386,0.000127
0.000299,0.000852
0.000416,0.000645
0.000534,0.000095
0.000299,0.000174
0.000658,0.000142
0.000064,0.003032
0.000095,0.000547
0.001791,0.000251
0.000080,0.003695
0.000424,0.001616
0.003160,0.000034
0.000049,0.000236
0.001856,0.001853
0.000252,0.002852
0.002434,0.002652
0.000080,0.000753
0.000392,0.000033
0.000033,0.000236
0.001202,0.000347
0.000017,0.000017
0.000064,0.000048
0.000126,0.001267
0.000033,0.000064
0.001374,0.000765
0.000485,0.000436
0.002086,0.000126
0.000033,0.001532
0.000158,0.000095
0.000734,0.002139
0.000453,0.000080
0.000670,0.000627
0.000064,0.000079
0.000017,0.000111
0.000017,0.000080
0.000017,0.000314
0.000050,0.000437
0.000520,0.000064
0.000064,0.000268
0.001272,0.003458
0.000111,0.001581
0.001889,0.000421
0.000127,0.000391
0.000267,0.000033
0.000407,0.000096
0.000236,0.000907
0.000017,0.005295
0.000049,0.000048
0.001808,0.000064
0.000142,0.000205
0.000080,0.000204
0.000096,0.000080
0.000033,0.000407
