0.001329,0.000055
0.006850,0.000088
0.000068,0.001464
0.000089,0.000664
0.001541,0.000402
0.004038,0.000297
0.000795,0.002613
0.000038,0.000102
0.002329,0.000065
0.001659,0.000224
0.000065,0.000034
0.000081,0.000034
0.002299,0.000304
0.000097,0.000193
0.000018,0.002163
0.000256,0.000050
0.000065,0.000223
0.000081,0.000017
0.000033,0.000097
0.001585,0.000097
0.001017,0.000017
0.001410,0.000034
0.000667,0.000208
0.000033,0.004498
0.000065,0.000049
0.000427,0.000096
0.000127,0.000129
0.000175,0.000033
0.005195,0.003933
0.000496,0.000082
0.003311,0.002295
0.000605,0.000097
0.000050,0.000185
0.002646,0.002836
0.000273,0.000082
0.002897,0.001165
0.003411,0.001432
0.000667,0.000066
0.002919,0.001656
0.003422,0.001432
0.004933,0.002241
0.000320,0.000033
0.005579,0.004251
0.000750,0.000082
0.000351,0.000177
0.000065,0.000081
0.000223,0.000161
0.000589,0.000033
0.000018,0.000446
0.000082,0.000192
0.000176,0.006440
0.000049,0.000144
0.000112,0.000224
0.000065,0.000081
0.000097,0.009425
0.000812,0.001161
0.000033,0.000271
0.000129,0.000018
0.000225,0.000049
0.000510,0.000081
0.000065,0.006280
0.001503,0.008306
0.000320,0.000049
0.000942,0.000288
0.000798,0.000097
0.000097,0.000097
0.000921,0.006391
0.000145,0.000034
0.000639,0.000177
0.000513,0.000656
0.000257,0.000034
0.000050,0.000082
0.000050,0.000113
0.000767,0.007042
0.000288,0.000401
0.000017,0.000145
0.000257,0.000289
0.000017,0.007541
0.000081,0.000034
0.002351,0.000113
0.000559,0.000526
0.000097,0.001464
0.000018,0.000304
0.000018,0.000113
0.000018,0.000876
0.000033,0.003678
0.000702,0.000144
0.000034,0.000416
0.000334,0.000049
0.000160,0.000367
0.000081,0.000049
0.000606,0.000209
0.000239,0.000399
0.000049,0.000017
0.001112,0.000097
0.000018,0.000049
0.000288,0.000177
0.000017,0.000113
0.000384,0.000097
0.000525,0.000050
0.000033,0.000176
0.000097,0.000241
0.000113,0.000034
0.000129,0.001258
0.000400,0.000034
0.000081,0.000017
0.000050,0.000097
0.000414,0.005243
0.000033,0.000097
0.001256,0.001400
0.000065,0.000081
0.000303,0.001128
0.000017,0.005746
0.002795,0.000017
0.000160,0.000288
0.001776,0.003889
0.000066,0.000038
0.002755,0.000018
0.000066,0.000034
0.000512,0.000129
0.000050,0.000113
0.000018,0.002104
0.000034,0.000320
0.000033,0.000081
0.000115,0.000226
0.000017,0.000050
0.001155,0.000671
0.000914,0.001818
0.000049,0.000049
0.000050,0.000162
0.000050,0.000113
0.000066,0.004328
0.000129,0.000018
0.000558,0.000081
0.000049,0.000145
0.000097,0.000033
0.001379,0.000081
0.000049,0.000017
0.000017,0.000050
0.001146,0.000065
0.000113,0.000144
0.000081,0.000049
0.000572,0.000256
0.000065,0.000065
0.000144,0.004053
0.000176,0.000176
0.000160,0.000255
0.000525,0.000255
0.000049,0.000113
0.000018,0.000225
0.000193,0.000082
0.000049,0.000509
0.002993,0.003742
0.000033,0.000255
0.000318,0.000097
0.003485,0.005715
0.002272,0.000065
0.000033,0.000129
0.000494,0.000065
0.001699,0.000050
0.000651,0.000128
0.000144,0.000018
0.000065,0.000017
0.000636,0.004062
0.000049,0.000240
0.001495,0.000017
0.001305,0.000049
0.000033,0.000192
0.000049,0.000129
0.000049,0.000065
0.000335,0.000097
0.000509,0.005300
0.000033,0.000033
0.000050,0.000145
0.000413,0.000081
0.000447,0.000034
0.004173,0.000097
0.000018,0.000049
0.000033,0.000145
0.000176,0.003222
0.000033,0.000097
0.000098,0.000034
0.000033,0.000049
0.000368,0.000177
0.000257,0.000288
0.000256,0.000176
0.000145,0.000209
0.000017,0.000034
0.000129,0.000050
0.000033,0.000065
0.001387,0.000066
0.000066,0.000018
0.000193,0.000098
0.000034,0.000049
0.002247,0.000082
0.000081,0.002980
0.001838,0.000319
0.000050,0.000225
0.000145,0.000049
0.000257,0.000479
0.000018,0.001637
0.000224,0.003856
0.000160,0.000351
0.002383,0.000097
0.002706,0.000240
0.000096,0.004568
0.000081,0.000113
0.001731,0.000049
0.000050,0.000065
0.002911,0.000049
0.000017,0.000081
0.000604,0.000477
0.000097,0.000176
0.000049,0.000033
0.000128,0.000319
0.000081,0.000587
0.000017,0.000256
0.000034,0.000097
0.000065,0.000081
0.000113,0.000049
0.000335,0.000541
0.000367,0.000017
0.000446,0.000049
0.000065,0.000017
0.000049,0.004154
0.000129,0.000065
0.000018,0.000209
0.001606,0.000288
0.000082,0.000033
0.002706,0.000066
0.000811,0.000065
0.000049,0.000081
0.000033,0.003649
0.000018,0.000129
0.000589,0.000065
0.000113,0.000018
0.004171,0.004389
0.000160,0.000034
0.000033,0.000256
0.000049,0.000033
0.003692,0.000081
0.000463,0.000033
0.001004,0.000065
0.000018,0.000544
0.000051,0.003638
0.003672,0.000097
0.000050,0.001113
0.000018,0.000747
0.000097,0.003974
0.002126,0.000034
0.000050,0.000463
0.000097,0.000288
0.000160,0.000018
0.000018,0.000097
0.000082,0.000114
0.000129,0.000065
0.000113,0.000050
0.001479,0.000017
0.000033,0.004745
0.001290,0.000097
0.003798,0.000129
0.000081,0.000034
0.000161,0.004140
0.002524,0.000113
0.003088,0.000113
0.000033,0.000575
0.000017,0.003426
0.000113,0.000176
0.000034,0.000049
0.000034,0.000081
0.000081,0.000033
0.000049,0.000921
0.000081,0.000017
0.001842,0.000017
0.000081,0.000097
0.000256,0.000049
0.000573,0.000049
0.000033,0.004331
0.000161,0.000081
0.001935,0.000018
0.000129,0.000319
0.004014,0.000097
0.000176,0.000098
0.000017,0.004021
0.001252,0.000144
0.000589,0.000081
0.000382,0.000065
0.003803,0.003083
